Symbol,Name,PE Ratio,Dividend Yield,Earnings Growth
WCN,"Waste Connections, Inc.",0.04068104359424594,0.016443208449279028,0.002009480131145019
EA,Electronic Arts Inc.,0.06471814581965596,0.012901593726283835,0.004615073985404828
HSY,The Hershey Company,0.10683807632360158,0.07108524664811534,0.0027530198287935743
SPOT,Spotify Technology S.A.,0.0,0.0,0.0
SYY,Sysco Corporation,0.1153668878394439,0.06197824437136352,0.009364754295383963
OTIS,Otis Worldwide Corporation,0.08378144289896054,0.03617505818365798,0.0034805349639928083
HLN,Haleon plc,0.09306525505401261,0.027068049582595496,0.0032850353021110753
ON,ON Semiconductor Corporation,0.1444480892271762,0.0,0.0029549293156550358
TTD,"The Trade Desk, Inc.",0.010540614405607624,0.0,0.004294582736418381
FAST,Fastenal Company,0.0652024870283062,0.05413609916519099,0.003390797414276603
LVS,Las Vegas Sands Corp.,0.0680053011535049,0.02732102200860106,0.0
LI,Li Auto Inc.,0.015725498695572302,0.0,0.0
ALL,Allstate Corporation (The),0.0,0.05793068555527447,0.0
YUM,"Yum! Brands, Inc.",0.0930331104661845,0.048570705793068554,0.003900378500165053
MPLX,MPLX LP,0.20936818505537802,0.2162914242347584,0.004458033273401469
BIIB,Biogen Inc.,0.0825311972811099,0.0,0.001362087808192397
ARES,Ares Management Corporation,0.04297594489287208,0.06172527447508221,0.00453815608564808
CSGP,"CoStar Group, Inc.",0.02570828195387356,0.0,0.00239086471743889
JCI,Johnson Controls International ,0.10539368543950478,0.0634960789273969,0.010274949442505473
COIN,"Coinbase Global, Inc.",0.005327158866709624,0.0,0.0
EXC,Exelon Corporation,0.14568349406563388,0.10599544649633189,0.00453815608564808
BCE,"BCE, Inc.",0.10301996428159729,0.1983303921072603,0.002233824005435531
FIS,Fidelity National Information S,0.0,0.08145712117379204,0.0
PPG,"PPG Industries, Inc.",0.08573787082016275,0.044523146976979504,0.00113453902141202
ROK,"Rockwell Automation, Inc.",0.08633744266142894,0.044523146976979504,0.0017178330945673529
IT,"Gartner, Inc.",0.05635558635359338,0.0,0.0025607250794017064
CMI,Cummins Inc.,0.045832966392001274,0.06400202377940803,0.0
GEHC,GE HealthCare Technologies Inc.,0.07904665457597547,0.002782696686061219,0.0022274141804558023
VRSK,"Verisk Analytics, Inc.",0.04990510356657066,0.015684290412345054,0.010008941705846722
XEL,Xcel Energy Inc.,0.1229316929039085,0.09284088034404249,0.0033395188144387717
BKR,Baker Hughes Company,0.14385433187090205,0.07057930432582847,0.007499495226282845
GPN,Global Payments Inc.,0.06597049798207093,0.018466987098406273,0.004704811535121033
ZS,"Zscaler, Inc.",0.0,0.0,0.0
CTVA,"Corteva, Inc.",0.05540178211028859,0.02909182899064002,0.0
MRNA,"Moderna, Inc.",0.0,0.0,0.00039420423625332907
NEM,Newmont Corporation,0.0,0.08044523146976978,0.0
EXR,Extra Space Storage Inc,0.08716805385864292,0.11662028838856564,0.0017883411693443711
VICI,VICI Properties Inc.,0.18191274155414952,0.13913483430306095,0.003579887251178606
GFS,GlobalFoundries Inc.,0.07971922314802869,0.0,0.0012531207835370054
HAL,Halliburton Company,0.18341411642736274,0.04831773083733873,0.003163248627496226
BBDO,Banco Bradesco Sa,0.22319571877840258,0.10776625347837084,0.007967412449803056
KR,Kroger Company (The),0.1212152132054879,0.06046040981533012,0.00029485194906753056
NDAQ,"Nasdaq, Inc.",0.08482424603370095,0.038704781178851504,0.002265873130334176
DD,"DuPont de Nemours, Inc.",0.03674337934345031,0.05438907159119656,0.0
RCL,Royal Caribbean Cruises Ltd.,0.11786647298021317,0.0,0.0
IMO,Imperial Oil Limited,0.2221894981754491,0.07285606121932708,0.0026857166665064207
PWR,"Quanta Services, Inc.",0.04992629755052469,0.00328864153807235,0.004022165174779902
ED,"Consolidated Edison, Inc.",0.1815051061489542,0.09511763217809258,0.005752817919306713
LYB,LyondellBasell Industries NV,0.14676123157136972,0.1269921578547938,0.001596046419952503
GOLD,Barrick Gold Corporation,0.11154233649141372,0.06804958259549708,0.0
PEG,Public Service Enterprise Group,0.20247583952710982,0.0994181634201872,0.0038490999003272216
HBANM,Huntington Bancshares Incorpora,0.07946767452750385,0.15861371110548947,0.001051211296675544
CVE,Cenovus Energy Inc,0.19594824645154643,0.05868960283329117,0.0030414619528813763
ORAN,Orange,0.17473884875673415,0.1616493802175563,0.0061117681181715325
CPNG,"Coupang, Inc.",0.03454415780599393,0.0,0.003121584765127988
HPQ,HP Inc.,0.24002154425983474,0.09486465975208701,0.0
PUK,Prudential Public Limited Compa,0.25487986049757655,0.04553503668100177,0.0
DKNG,DraftKings Inc.,0.0,0.0,0.0
MPWR,"Monolithic Power Systems, Inc.",0.028647805772162877,0.01694915254237288,0.002509446479563875
MDB,"MongoDB, Inc.",0.0,0.0,0.0
IR,Ingersoll Rand Inc.,0.04923311784378067,0.0017708070832279281,0.0032593960021921596
MLM,"Martin Marietta Materials, Inc.",0.08142509833569687,0.0131545661522894,0.00484582768467507
EFX,"Equifax, Inc.",0.03888863432869652,0.014419427776372373,0.003791411475509661
CDW,CDW Corporation,0.07601583259504131,0.02479129774854541,0.003262600914682024
WBD,"Warner Bros. Discovery, Inc. - ",0.0,0.0,0.0
NU,Nu Holdings Ltd.,0.048222717497376714,0.0,0.12490825937997761
SLF,Sun Life Financial Inc.,0.15829081126015473,0.10574247407032633,0.001990250656205832
VMC,Vulcan Materials Company (Holdi,0.06389126855873495,0.017708070579306855,0.006057284605843837
SYM,Symbotic Inc.,0.0,0.0,0.0
CCEP,Coca-Cola Europacific Partners ,0.12984677607706077,0.07285606121932708,0.0030158226529624606
CHT,"Chunghwa Telecom Co., Ltd.",0.09039098054855081,0.09663546167467744,0.0030510766903509698
VEEV,Veeva Systems Inc.,0.0370238749920679,0.0,0.003887558850205595
WIT,Wipro Limited,0.09420817550920371,0.0043005312420946115,0.0028844212408780175
DVN,Devon Energy Corporation,0.2825932004942741,0.1649380217556286,0.0014966941327667046
SATX,SatixFy Communications Ltd.,0.0,0.0,0.0
NET,"Cloudflare, Inc.",0.0,0.0,0.0
DG,Dollar General Corporation,0.13960081722952616,0.04199342271692385,0.0016473250197903346
DLTR,"Dollar Tree, Inc.",0.08350628451409747,0.0,0.002503036654584146
KEYS,Keysight Technologies Inc.,0.0838371788812481,0.0,0.0020831931184119015
HUBS,"HubSpot, Inc.",0.0,0.0,0.0
FICO,Fair Isaac Corproation,0.03306315472764359,0.0,0.003922812887594104
SNAP,Snap Inc.,0.0,0.0,0.0
CBRE,CBRE Group Inc,0.08089689751670824,0.0,0.019575605488092146
PKX,POSCO Holdings Inc.,0.11633471164962307,0.057424740703263345,0.0029837735280638157
FANG,"Diamondback Energy, Inc.",0.21429303060965116,0.1161143435365545,0.0029581342281449
ACGL,Arch Capital Group Ltd.,0.28137313649140294,0.0,0.008605190035286085
RBLX,Roblox Corporation,0.0,0.0,0.0
TTWO,"Take-Two Interactive Software, ",0.0,0.0,0.0
DAL,"Delta Air Lines, Inc.",0.35124958771400194,0.023779406779661016,0.007723839100573358
RKT,"Rocket Companies, Inc.",0.3229981401180813,0.0,0.0
BNH,Brookfield Finance Inc. 4.625% ,0.0,0.0,0.0
NTR,Nutrien Ltd.,0.10865170562905677,0.10220085504679988,0.00043586809862156714
HBANP,Huntington Bancshares Incorpora,0.09336396554065739,0.14798886921325574,0.001051211296675544
EIX,Edison International,0.10436655815584034,0.11510245889198077,0.0028491672034895083
ELP,Companhia Paranaense de Energia,0.16205118222595352,0.1710093599797622,0.0035895019886481995
SBAC,SBA Communications Corporation,0.05020908873878773,0.03996964330887933,0.002733790353854388
DB,Deutsche Bank AG,0.3694027041709797,0.091070068302555,0.002416504017357806
AEM,Agnico Eagle Mines Limited,0.17656763136459233,0.08095117632178091,0.0
XYL,Xylem Inc.,0.052034122207515215,0.02858588413862889,0.004211255011681906
AVB,"AvalonBay Communities, Inc.",0.08634647861813431,0.09764735643814823,0.0030831258152496143
DFS,Discover Financial Services,0.20281564372026964,0.05767771312926891,0.0012370962210876831
WST,"West Pharmaceutical Services, I",0.050160363472526545,0.005059448520111308,0.004192025536742719
EC,Ecopetrol S.A.,0.4841943427988228,0.7073109031115608,0.0016313004573410119
TU,Telus Corporation,0.05585013846746505,0.15658993169744498,0.0038266655128981696
WEC,"WEC Energy Group, Inc.",0.12165575670369444,0.10675436377434859,0.002682511754016556
GLW,Corning Incorporated,0.04880557196517146,0.08626359726789778,0.0
MTD,"Mettler-Toledo International, I",0.06908018142093841,0.0,0.002217799442986209
SPLK,Splunk Inc.,0.010424642872687706,0.0,0.0
ANSS,"ANSYS, Inc.",0.039592933959199675,0.0,0.0033331089894590425
AWK,"American Water Works Company, I",0.09475054742251524,0.05970149253731343,0.003397207239256332
ARGX,argenx SE,0.0,0.0,0.0
BNJ,Brookfield Finance Inc. 4.50% P,0.0,0.0,0.0
FTV,Fortive Corporation,0.06573300123882246,0.008854034910194788,0.003688854275833998
NWG,NatWest Group plc,0.40795005184834937,0.1168732608145712,0.0033715679393374162
TLK,"PT Telekomunikasi Indonesia, Tb",0.13115405807582078,0.10574247407032633,0.006521996916874185
PINS,"Pinterest, Inc.",0.0,0.0,0.03591424936142118
GIB,CGI Inc.,0.10145555530892443,0.0,0.003262600914682024
HEI,Heico Corporation,0.034489456866249164,0.002023779408044523,0.003304264777050262
RMD,ResMed Inc.,0.07610570800984474,0.02580318745256767,0.0028908310658577467
ZBH,"Zimmer Biomet Holdings, Inc.",0.08718410953099799,0.01821401467240071,0.0
CAH,"Cardinal Health, Inc.",0.054566092610467354,0.04629395395901846,0.0
APTV,Aptiv PLC,0.2840069658769975,0.0,0.011915864637316077
BNTX,BioNTech SE,0.27501696564087413,0.0,0.00022434387429051233
WTW,Willis Towers Watson Public Lim,0.08280376704218391,0.03010371869466228,0.003493354613952266
WY,Weyerhaeuser Company,0.07976602280769901,0.06020743738932456,0.07428987151505827
CCL,Carnival Corporation,0.0,0.0,0.0
CQP,"Cheniere Energy Partners, LP",0.28246526739690614,0.20035416139640777,0.00089737549716205
GRMN,Garmin Ltd.,0.11300003349810313,0.05540096129521882,0.005832940731553324
HIG,Hartford Financial Services Gro,0.18380974132764621,0.049076650645079684,0.0043811153736447225
STT,State Street Corporation,0.16882824934902352,0.09435871490007587,0.0008460968973242186
FITB,Fifth Third Bancorp,0.20991014149244283,0.10220085504679988,0.002198569968047022
ULTA,"Ulta Beauty, Inc.",0.10269731075474277,0.0,0.0029581342281449
TROW,"T. Rowe Price Group, Inc.",0.15651098494203805,0.1125727219833038,0.0052047778835398895
RCI,"Rogers Communication, Inc.",0.06115051565280108,0.08171009359979761,0.0018844885440403047
MTB,M&T Bank Corporation,0.24560742689521756,0.09486465975208701,0.0019646113562869164
TSCO,Tractor Supply Company,0.0954580971869124,0.04528206172527194,0.002910060540796933
EQR,Equity Residential,0.08184632976851344,0.11080192259043763,0.00618868601792828
ALNY,"Alnylam Pharmaceuticals, Inc.",0.0,0.0,0.0
QSR,Restaurant Brands International,0.11272289613664582,0.0766506450796863,0.006919406065617377
RJF,"Raymond James Financial, Inc.",0.15119334877506874,0.037945863900834806,0.003150428977536768
ICLR,ICON plc,0.05518472351092066,0.0,0.005743203181837119
BR,"Broadridge Financial Solutions,",0.06634007233235992,0.03971667088287377,0.0038555097253069504
IX,Orix Corp,0.1711216718763955,0.07133821907412091,0.0032305517897833797
DTE,DTE Energy Company,0.14053136385607662,0.09461168732608145,0.0048490325971649335
ARE,Alexandria Real Estate Equities,0.010560409054292334,0.10498355679230963,0.0
CHD,"Church & Dwight Company, Inc.",0.0706132230423497,0.028079939286617756,0.0
TEF,Telefonica SA,0.15894001618956471,0.19984821654439666,0.0
VOD,Vodafone Group Plc,0.7824883488199417,0.28914748292436127,0.0
WPM,Wheaton Precious Metals Corp,0.06886385586887372,0.03769289020996711,0.0018139804692632868
PHM,"PulteGroup, Inc.",0.23897602558484263,0.018719959524411838,0.002653667541607776
NVR,"NVR, Inc.",0.13791234873938693,0.0,0.0028363475535300507
WAB,Westinghouse Air Brake Technolo,0.07612952645920809,0.012395648115355425,0.0043362465987866194
RIVN,"Rivian Automotive, Inc.",0.0,0.0,0.0
MT,Arcelor Mittal NY Registry Shar,0.09489703263632897,0.04174045029091829,0.0
TCOM,Trip.com Group Limited,0.09941033136864288,0.0,0.001906922931469356
ZM,"Zoom Video Communications, Inc.",0.028370429132256812,0.0,0.009021828658968466
WBA,"Walgreens Boots Alliance, Inc.",0.07060030526844523,0.11586137111054894,0.0
HWM,Howmet Aerospace Inc.,0.06474095621199422,0.006324310650139135,0.006602119729120796
EBAY,eBay Inc.,0.24346617162814904,0.056918795851252216,0.0
TECK,Teck Resources Ltd,0.1914268783748109,0.02302049076650645,0.0
ES,Eversource Energy (D/B/A),0.0,0.12243866177586642,0.0
HPE,Hewlett Packard Enterprise Comp,0.22152523269261934,0.08651656969390335,0.0
LYV,"Live Nation Entertainment, Inc.",0.033935612836229326,0.0,0.0
FNV,Franco-Nevada Corporation,0.07620455052579946,0.033392361497596765,0.003474125139013079
ETR,Entergy Corporation,0.23402452005689922,0.11105488995699468,0.0035895019886481995
DOV,Dover Corporation,0.10494617648643996,0.03086263597267898,0.003531813563830639
FE,FirstEnergy Corp.,0.11926628178096872,0.11054894510498355,0.0
MOH,Molina Healthcare Inc,0.10553536579664438,0.0,0.012229946061322794
VRSN,"VeriSign, Inc.",0.09254126925175879,0.0,0.004823393297246018
STE,STERIS plc (Ireland),0.05632405746646101,0.021755628636478626,0.0035862970761583353
INVH,Invitation Homes Inc.,0.05964847654991142,0.0847457627118644,0.004015755349800173
JBHT,"J.B. Hunt Transport Services, I",0.07586611050268446,0.019984821654439665,0.002368430330009839
FCNCA,"First Citizens BancShares, Inc.",0.8101893348476324,0.01037186946622818,0.006521996916874185
SIRI,Sirius XM Holdings Inc.,0.15087001884283346,0.05615987857323551,0.003070306165290156
TW,Tradeweb Markets Inc.,0.03834789822105561,0.00834808980521123,0.0030510766903509698
ROL,"Rollins, Inc.",0.049036226498535104,0.035163164685049327,0.00415677149935421
PTC,PTC Inc.,0.025795589810929127,0.0,0.002714560878915201
IFF,International Flavors & Fragran,0.0,0.04983556792309638,0.0
KOF,Coca Cola Femsa S.A.B. de C.V.,0.13556090288819922,0.08373386541866935,0.00022113896180064784
EXPE,"Expedia Group, Inc.",0.08997125126313378,0.0,0.0025927742043003513
UMC,United Microelectronics Corpora,0.2522609370467715,0.1922590437642297,0.0019133327564490848
SE,Sea Limited,0.0626871030955115,0.0,0.0
ILMN,"Illumina, Inc.",0.0,0.0,0.0
OWL,Blue Owl Capital Inc.,0.010597618141592921,0.0781684796357197,0.027216116863929024
STLD,"Steel Dynamics, Inc.",0.24753760175006131,0.033392361497596765,0.002233824005435531
TS,Tenaris S.A.,0.3488733647073356,0.0847457627118644,0.004442008710952147
TDY,Teledyne Technologies Incorpora,0.09806300862989568,0.0,0.004483672573320385
BLDR,"Builders FirstSource, Inc.",0.1425504008330681,0.0,0.0033683630268475516
FTS,Fortis Inc.,0.13222855130100986,0.11206677713129268,0.003163248627496226
FLT,"FleetCor Technologies, Inc.",0.10730955967339846,0.0,0.0035830921636684702
ERIC,Ericsson,0.0,0.1161143435365545,0.0017114232695876238
VTR,"Ventas, Inc.",0.0,0.10270679989881101,0.0
IRM,Iron Mountain Incorporated (Del,0.01994301939027725,0.08727548697192006,0.0006794414478512663
PPL,PPL Corporation,0.08615329856115109,0.09663546167467744,0.0017883411693443711
BEKE,KE Holdings Inc,0.1037103758627009,0.0,0.005044532259046666
ASX,"ASE Technology Holding Co., Ltd",0.10727637103284733,0.14697697950923347,0.001900513106489627
BRO,"Brown & Brown, Inc.",0.08368585133729517,0.015178345560333923,0.005788071956695222
BAX,Baxter International Inc.,0.0,0.06855552744750822,0.004204845186702177
CBOE,"Cboe Global Markets, Inc.",0.08370816206950606,0.02782696686061219,0.004166386236823803
DRI,"Darden Restaurants, Inc.",0.11128542694239528,0.07614469769795092,0.003631165851016438
ALGN,"Align Technology, Inc.",0.04304994979462648,0.0,0.009768573269106887
CCJ,Cameco Corporation,0.03580852367428151,0.005059448520111308,0.0
VLTO,Veralto Corp,0.09036965746556204,0.010118897040222613,0.0028780114158982887
GPC,Genuine Parts Company,0.14214060732653938,0.06779661016949151,0.003964476749962342
PHG,Koninklijke Philips N.V. NY Reg,0.0,0.0,0.0
AXON,"Axon Enterprise, Inc.",0.017133945370233918,0.0,0.014620810778761685
BGNE,"BeiGene, Ltd.",0.0,0.0,0.0
TRGP,"Targa Resources, Inc.",0.08705856040401694,0.05160637237541108,0.0027722493037327612
EBR,Centrais Electricas Brasileiras,0.09345279557518853,0.012395648115355425,0.0
WAT,Waters Corporation,0.07582588406745779,0.0,0.0029869784405536803
CTRA,Coterra Energy Inc.,0.18226999983105263,0.08120414874778649,0.0012627355210065988
AEE,Ameren Corporation,0.1389583198439901,0.09410574247407032,0.002970953878104358
PFG,Principal Financial Group Inc,0.07376986679907735,0.08651656969390335,0.0
LH,Laboratory Corporation of Ameri,0.04650813310172168,0.03263344042499367,0.0
HBAN,Huntington Bancshares Incorpora,0.210629553317673,0.12142676448267137,0.001051211296675544
MKL,Markel Group Inc.,0.21752838536063507,0.0,0.003605526551097522
BALL,Ball Corporation,0.08201762193103616,0.03162155325069567,0.008900041984353617
K,Kellanova,0.0918351878834356,0.09992410827219832,0.0
TSN,"Tyson Foods, Inc.",0.0,0.09157601821401466,0.001009547434307306
DUKB,Duke Energy Corporation 5.625% ,0.0,0.0,0.0
NOK,Nokia Corporation Sponsored,0.08483869550848241,0.09284088034404249,0.0
IOT,Samsara Inc.,0.0,0.0,0.0
NTAP,"NetApp, Inc.",0.08561341053950788,0.057424740703263345,0.0009518590094897456
BMRN,BioMarin Pharmaceutical Inc.,0.022621905790265295,0.0,0.0
CNP,"CenterPoint Energy, Inc (Holdin",0.11206401961271019,0.07209714141158613,0.004999663484188564
VRT,"Vertiv Holdings, LLC",0.0446098521905993,0.0005059448520111307,0.027059076151925668
AER,AerCap Holdings N.V.,0.36018716918525506,0.0,0.008473788623201643
VFS,VinFast Auto Ltd.,0.0,0.0,0.0
PBA,Pembina Pipeline Corp.,0.1440541136314084,0.14368832785226407,0.010063425218174415
RF,Regions Financial Corporation,0.2478460149094941,0.13230457880091068,0.0
WRB,W.R. Berkley Corporation,0.1338541663173694,0.012142676448267139,0.0033331089894590425
EXPD,Expeditors International of Was,0.09587136116012969,0.02858588413862889,0.0024197089298476702
DECK,Deckers Outdoor Corporation,0.07292288176131839,0.0,0.00453815608564808
FSLR,"First Solar, Inc.",0.07170550794588831,0.0,0.0
SWKS,"Skyworks Solutions, Inc.",0.12337335266046882,0.06577282570199847,0.002307536992702414
COO,"The Cooper Companies, Inc.",0.036085629671236,0.0,0.004018960262290038
AKAM,"Akamai Technologies, Inc.",0.07548229105007313,0.0,0.00287160159091856
WLK,Westlake Corporation,0.06291129365744152,0.03389830508474576,0.0
MKC,"McCormick & Company, Incorporat",0.08548944839309856,0.06197824437136352,0.0036856493633441335
VIV,Telefonica Brasil S.A.,0.12529911187975531,0.13432835820895522,0.0044996971357697075
ENTG,"Entegris, Inc.",0.021667476047425856,0.007083227928155831,0.0020319145185740697
NTRS,Northern Trust Corporation,0.14056045261295153,0.09258790791803692,0.002246643655394989
CHKP,Check Point Software Technologi,0.10159480217901876,0.0,0.003054281602840834
STX,Seagate Technology Holdings PLC,0.0,0.07993928661775866,0.0
CLX,Clorox Company (The),0.009831817042110622,0.07892740450290918,0.002916470365776662
TVE,Tennessee Valley Authority,0.0,0.0,0.0
FITBI,Fifth Third Bancorp - Depositar,0.2857534345455072,0.16240829749557295,0.002198569968047022
HUBB,Hubbell Inc,0.0885915548493731,0.03313939033645333,0.0051502943712121935
FDS,FactSet Research Systems Inc.,0.06226234205399605,0.020996711358461928,0.0034132318017056538
WMG,Warner Music Group Corp.,0.0604367686818929,0.04958259549709082,0.004099083074536649
LUV,Southwest Airlines Company,0.0526996765709435,0.05337718441689855,0.0
TYL,"Tyler Technologies, Inc.",0.021108798555155385,0.0,0.003916403062614375
ALB,Albemarle Corporation,0.2387733983179022,0.03313939033645333,0.0
OMC,Omnicom Group Inc.,0.1732789789146258,0.07943334682519605,0.003182478102435413
AGNCN,AGNC Investment Corp. - Deposit,0.0,0.2600556539337212,0.001858849244121389
ASBA,,0.0,0.0,0.0
ATO,Atmos Energy Corporation,0.12597114677601068,0.07184416898558056,0.003400412151746196
HOLX,"Hologic, Inc.",0.06457423756506125,0.0,0.0043170171238474326
JBL,Jabil Inc.,0.09669861662768003,0.005312420946116873,0.0028427573785097795
HRL,Hormel Foods Corporation,0.10866206731720676,0.09309385277004804,0.002169725755638242
ENPH,"Enphase Energy, Inc.",0.06082946650757442,0.0,0.0003204912489864463
CMS,CMS Energy Corporation,0.1187470834583575,0.08980521123197571,0.005701539319468881
EPAM,"EPAM Systems, Inc.",0.05474692656500459,0.0,0.001948586793837594
AQNB,Algonquin Power & Utilities Cor,0.0,0.0,0.0
SUI,"Sun Communities, Inc.",0.0,0.07108524664811534,0.0
BBY,"Best Buy Co., Inc.",0.16897048757770855,0.12142676448267137,0.003089535640229343
WSO,"Watsco, Inc.",0.07631191134205394,0.06400202377940803,0.0017723166068950484
YUMC,"Yum China Holdings, Inc.",0.10691755739271447,0.037945863900834806,0.006143817243070177
CE,Celanese Corporation,0.2575642853678542,0.0467998988110296,0.0028267328160604573
FITBP,Fifth Third Bancorp - Depositar,0.2928764618989156,0.1512775107513281,0.002198569968047022
WDC,Western Digital Corporation,0.0,0.0,0.0
RPRX,Royalty Pharma plc,0.1805573809767383,0.06804958259549708,0.0
SQM,Sociedad Quimica y Minera S.A.,0.4592418850022751,0.29041234505438906,0.0013140141208444302
BAH,Booz Allen Hamilton Holding Cor,0.04899777480139024,0.03415127751075133,0.015345121001471054
MGA,"Magna International, Inc.",0.17297441525140048,0.08803440424993675,0.009153230071052908
ZTO,ZTO Express (Cayman) Inc.,0.16797427471874155,0.0,0.0037561574381211518
EDR,"Endeavor Group Holdings, Inc.",0.03707223821687716,0.024538325322539845,0.0
CINF,Cincinnati Financial Corporatio,0.22436265551233608,0.07209714141158613,0.003669624800894811
DT,"Dynatrace, Inc.",0.031196780575183478,0.0,0.008890427246884023
TER,"Teradyne, Inc.",0.06356098868733778,0.011636731090311155,0.002115242243310546
SMCI,"Super Micro Computer, Inc.",0.0351512809046283,0.0,0.005121450158803413
RYAN,"Ryan Specialty Holdings, Inc.",0.023194281628655663,0.0,0.0
IEX,IDEX Corporation,0.07677106525330772,0.02681507715658993,0.0026087987667496736
AGNCM,AGNC Investment Corp. - Deposit,0.0,0.17505691879585125,0.001858849244121389
J,Jacobs Solutions Inc.,0.08820028763969076,0.019478879332152796,0.004028574999759631
AVY,Avery Dennison Corporation,0.06722523173301734,0.03769289020996711,0.0036856493633441335
LPLA,LPL Financial Holdings Inc.,0.11834830248434114,0.011130786744244876,0.002233824005435531
EQT,EQT Corporation,0.24514090530711788,0.042499367568934986,0.0007595642600978779
AGNCO,AGNC Investment Corp. - Deposit,0.0,0.1667088287376676,0.001858849244121389
ESS,"Essex Property Trust, Inc.",0.06433037910057328,0.10751328105236528,0.001057621121655273
MAA,Mid-America Apartment Communiti,0.08609281061953164,0.11712623324057676,0.0025543152544219776
LII,"Lennox International, Inc.",0.08320451267417002,0.02352643561851758,0.004833008034715612
CFG,"Citizens Financial Group, Inc.",0.2186856354904769,0.1358461927649886,0.0007852035600167936
KB,KB Financial Group Inc,0.3589081871621864,0.11535542625853781,0.002618413504219267
FITBO,Fifth Third Bancorp - Depositar,0.3165483793074418,0.13635213761699974,0.002198569968047022
AVTR,"Avantor, Inc.",0.045353707196056095,0.0,0.0020607587309828504
TXT,Textron Inc.,0.12089057463942604,0.0017708070832279281,0.002913265453286798
RS,Reliance Steel & Aluminum Co.,0.15650297204229746,0.03389830508474576,0.002480602267155095
AQNU,Algonquin Power & Utilities Cor,0.056390389912431164,0.0,0.0
EG,"Everest Group, Ltd.",0.33442077091845784,0.04730584366304073,0.004615073985404828
SLMBP,SLM Corporation - Floating Rate,0.06812182029329458,0.2501897293195042,0.0
BKDT,Brookdale Senior Living Inc. 7.,0.0,0.0,0.0
MAS,Masco Corporation,0.12193702590883766,0.038704781178851504,0.00541309719538108
SOJE,Southern Company (The) Series 2,0.0,0.0,0.0
SYF,Synchrony Financial,0.2743405504153696,0.061219329623071084,0.002557520166911842
JHX,James Hardie Industries plc,0.07290627994559717,0.0,0.00472404101006022
CSL,Carlisle Companies Incorporated,0.09192631054371841,0.02352643561851758,0.003906788325144781
CNHI,CNH Industrial N.V.,0.30152421284064757,0.08145712117379204,0.003323494251989449
TME,Tencent Music Entertainment Gro,0.09445313693265839,0.0,0.0035093791764015878
BG,Bunge Limited,0.2903649921221582,0.07108524664811534,0.005989981443556683
DGX,Quest Diagnostics Incorporated,0.13330617000200876,0.05919554515557804,0.006089333730742481
L,Loews Corporation,0.18489122500288718,0.007842145712117379,0.004192025536742719
POOL,Pool Corporation,0.07968605567546234,0.028332911712623324,0.0022370289179253957
IHG,Intercontinental Hotels Group,0.09097520706487282,0.03187452567670124,0.0062495793552357045
SWK,"Stanley Black & Decker, Inc.",0.0,0.0913230457880091,0.0
LW,"Lamb Weston Holdings, Inc.",0.16729412805054208,0.0349101935239059,0.006598914816630932
SNA,Snap-On Incorporated,0.15501348258945716,0.06906147229951934,0.0033651581143576874
FWONK,Liberty Media Corporation - Ser,0.06507030277939756,0.0,0.003954862012492748
CG,The Carlyle Group Inc.,0.0,0.07892740450290918,0.0
AEG,Aegon Ltd. New York Registry Sh,0.0,0.1211737920566658,0.0
SREA,DBA Sempra 5.750% Junior Subord,0.0,0.0,0.0
ERIE,Erie Indemnity Company,0.05129975669762651,0.03642802934480142,0.004906721021982495
U,Unity Software Inc.,0.0,0.0,0.0
AGNCL,AGNC Investment Corp. - Deposit,0.0,0.2102200860106248,0.001858849244121389
LOGI,Logitech International S.A. - R,0.07931009807111553,0.032127496837844674,0.005691924581999288
SHG,Shinhan Financial Group Co Ltd,0.3583555682621792,0.12218567670123956,0.0
SSNC,"SS&C Technologies Holdings, Inc",0.08506757921168148,0.03693397419681255,0.002977363703084087
BAM,Brookfield Asset Management Inc,0.0634303449202978,0.09284088034404249,0.0023331762926213297
BSY,"Bentley Systems, Incorporated",0.02498167831457392,0.009107007336200353,0.004448418535931875
GEN,Gen Digital Inc.,0.21737522053486727,0.05666582342524664,0.002736995266344252
GDDY,GoDaddy Inc.,0.17754062239765142,0.0,0.041843337467670445
LDOS,"Leidos Holdings, Inc.",0.027050109426450357,0.03010371869466228,0.004070238862127869
PKG,Packaging Corporation of Americ,0.1103228936631702,0.07159119150012647,0.0028203229910807284
AGNCP,AGNC Investment Corp. - Deposit,0.0,0.16316721477358964,0.001858849244121389
MGM,MGM Resorts International,0.16692696147369224,0.0002529724007083228,0.004227279574131227
CF,"CF Industries Holdings, Inc.",0.21351535189320836,0.06248418922337464,0.0009742933969187969
PATH,"UiPath, Inc.",0.0,0.0,0.0
BEN,"Franklin Resources, Inc.",0.15740633250064573,0.1156084037439919,0.0048842866345534435
PODD,Insulet Corporation,0.037750757478200885,0.0,0.018758352803176708
RPM,RPM International Inc.,0.08366311704325745,0.04072856058689602,0.0034677153140333502
FOXA,Fox Corporation,0.1282265382799627,0.043005312420946115,0.0011729979712903939
NDSN,Nordson Corporation,0.07246706010677648,0.024538325322539845,0.003281830389621211
GGG,Graco Inc.,0.07547139732937083,0.028079939286617756,0.00272097070389493
GFI,Gold Fields Limited,0.13800866407021148,0.07993928661775866,0.0
UAL,"United Airlines Holdings, Inc.",0.35387710101358877,0.0,0.002188955230577429
